"","q1","q2","q3","q4","q5","q7","q8","q9","q10","q11","q12","partyid","scale","likely","educ","racer","phonetyp","age","hisp","gender3","party2","county","race.st","smp","regionw","age4","agew","turnout3","partyw","region","likelyyn","rv.weight","turnout.score","lv.weight"
"754","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","[DO NOT READ] Won't vote","Approve","Oppose","Support","Real threat","Oppose","Fair","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",67,"No","Male","Democratic","Pasco","White","Landline","Bay Area",4,"65+","Middle","Democratic","Bay Area",1,0.713194131851196,0.598487824,0.570016067956194
"755","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Oppose","Real threat","Oppose","Poor","Democrat","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",70,"No","Male","Democratic","Marion","White","Landline","Central",4,"65+","High","Democratic","Central",1,1.09459400177002,0.991004519,1.0896708014499
"756","Unfavorable","Unfavorable","[DO NOT READ] Someone else (specify)","Jill Stein, the Green Party candidate","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Oppose","Support","Real threat","Oppose","Fair","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone only",24,"No","Female","Republican","Duval","White","Cell","North/Panhandle",1,"18 to 29","Middle","Republican","North/Panhandle",1,0.755566418170929,0.660447713,0.627289265157977
"757","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Support","Not","Oppose","Good","Democrat","Ten (definitely will vote)","Very likely","High school","Hispanic/Latino","Cell Phone only",51,"Yes","Female","Democratic","Lee","Hispanic","Cell","Southwest",3,"45 to 64","Middle","Democratic","Southwest",1,0.622011363506317,0.705952081,0.53056079030063
"758","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Not","Support","Poor","Republican","Nine","Very likely","High school","Caucasian/White","Landline and Cell Phone",25,"No","Male","Republican","Pasco","White","Cell","Bay Area",1,"18 to 29","High","Republican","Bay Area",1,0.959406435489655,0.991953569,0.95554653616789
"759","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Support","Real threat","Oppose","Fair","Democrat","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Cell Phone only",25,"No","Male","Democratic","Hernando","White","Cell","Bay Area",1,"18 to 29","Middle","Democratic","Bay Area",1,0.623014211654663,0.66647178,0.519117801130722
"760","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","[DO NOT READ] Don't know/No opinion","Support","Not","Oppose","Poor","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Cell Phone only",25,"No","Male","Republican","Volusia","White","Cell","Central",1,"18 to 29","Low","Republican","Central",1,1.64250791072845,0.366180274,1.12198095376308
"761","Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican","Approve","Support","Support","Real threat","Support","Fair","Democrat","Eight","Somewhat likely","High school","Caucasian/White","Landline and Cell Phone",58,"No","Female","Democratic","Nassau","White","Cell","North/Panhandle",3,"45 to 64","High","Democratic","North/Panhandle",0,0.819432497024536,0.878694375,0.360015363323548
"762","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Not","Support","Poor","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone only",45,"No","Male","Republican","Lake","White","Cell","Central",3,"45 to 64","High","Republican","Central",1,1.29334890842438,0.988613173,1.28598533893562
"763","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Oppose","Support","Real threat","Oppose","Poor","Democrat","Five","[DO NOT READ] Don't know/Refused","Some college or trade school","Hispanic/Latino","Landline and Cell Phone",64,"Yes","Male","Non-Partisan","Palm Beach","Other","Cell","Southeast",3,"45 to 64","Low","Other","Southeast",0,0.95763635635376,0.323912648,0.155095264003809
"764","Unfavorable","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","[DO NOT READ] Don't know/No opinion","Oppose","[DO NOT READ] Don't know/No opinion","Real threat","Support","Excellent","Independent (No party)","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",55,"No","Female","Republican","Brevard","Other","Cell","Central",3,"45 to 64","High","Republican","Central",1,1.14250636100769,0.937459568,1.10677994031761
"765","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Real threat","Support","Fair","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone only",45,"No","Female","Republican","Hillsborough","White","Cell","Bay Area",3,"45 to 64","Middle","Republican","Bay Area",1,1.01033413410187,0.679183101,0.848268002678829
"766","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Disapprove","Oppose","Support","Real threat","Oppose","[DO NOT READ] Don't know/No opinion","Democrat","Ten (definitely will vote)","Very likely","Some college or trade school","Hispanic/Latino","Cell Phone only",34,"Yes","Female","Non-Partisan","Palm Beach","Hispanic","Cell","Southeast",2,"30 to 44","Middle","Other","Southeast",1,0.866158127784729,0.664291952,0.720770000615756
"767","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","[DO NOT READ] Don't know/No opinion","Support","Support","Real threat","Oppose","Poor","[DO NOT READ] Refused","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Cell Phone only",24,"No","Female","Non-Partisan","Hillsborough","White","Cell","Bay Area",1,"18 to 29","Middle","Other","Bay Area",1,0.786610841751099,0.589083455,0.624995136681842
"768","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican","Approve","Oppose","Support","Real threat","Oppose","Excellent","Democrat","Ten (definitely will vote)","Almost certain","Bachelors' degree","Hispanic/Latino","Cell Phone only",58,"Yes","Male","Democratic","Collier","Hispanic","Cell","Southwest",3,"45 to 64","Middle","Democratic","Southwest",1,0.518806397914886,0.623592831,0.421165173906368
"769","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Real threat","Support","Good","Democrat","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Cell Phone only",73,"No","Male","Democratic","Lee","White","Cell","Southwest",4,"65+","High","Democratic","Southwest",1,0.779585778713226,0.992499483,0.776662130909921
"770","Unfavorable","Favorable","Donald Trump, the Republican","Gary Johnson, the Libertarian","Marco Rubio, the Republican","Disapprove","Support","Oppose","Real threat","Support","Good","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone only",29,"No","Female","Non-Partisan","Okaloosa","White","Cell","North/Panhandle",1,"18 to 29","Middle","Other","North/Panhandle",1,0.64011687040329,0.607156234,0.514383909378609
"771","Unfavorable","Unfavorable","[DO NOT READ] Won't vote","[DO NOT READ] Won't vote","[DO NOT READ] Won't vote","Disapprove","Oppose","Support","Real threat","Support","Fair","[DO NOT READ] Refused","One (definitely will NOT vote)","Not at all likely","[DO NOT READ] Refused","[DO NOT READ] Refused",NA,68,"[DO NOT READ] Refused","Male","Democratic","Broward","Hispanic","Landline","Southeast",4,"65+","High","Democratic","Southeast",0,0.814904808998108,0.991876478,0.404142455927153
"772","Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Disapprove","Oppose","Support","Real threat","Oppose","Good","Democrat","Eight","Somewhat likely","Some college or trade school","Hispanic/Latino","Cell Phone only",25,"Yes","Male","Democratic","Orange","Hispanic","Landline","Central",1,"18 to 29","Low","Democratic","Central",0,1.14607381820679,0.354284573,0.203018137227973
"773","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Poor","Democrat","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",26,"No","Female","Democratic","Pasco","White","Landline","Bay Area",1,"18 to 29","Middle","Democratic","Bay Area",1,0.746951222419739,0.709875194,0.638596683171744
"774","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Real threat","Support","Good","Republican","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Cell Phone only",24,"No","Female","Republican","Duval","White","Cell","North/Panhandle",1,"18 to 29","High","Republican","North/Panhandle",1,0.936053991317749,0.982911666,0.928056189694914
"775","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Real threat","Support","Poor","Republican","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Landline and Cell Phone",58,"No","Male","Republican","Hillsborough","White","Cell","Bay Area",3,"45 to 64","High","Republican","Bay Area",1,1.04399013519287,0.918972995,1.00169443771876
"776","[DO NOT READ] Don't know/No opinion","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","[DO NOT READ] Don't know/No opinion","Oppose","Support","Real threat","Oppose","[DO NOT READ] Don't know/No opinion","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Hispanic/Latino","Landline only",82,"Yes","Male","Republican","Miami-Dade","Hispanic","Landline","Southeast",4,"65+","High","Republican","Southeast",1,1.01294457912445,0.982445814,1.00405387034963
"777","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Poor","Democrat","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Hispanic/Latino","Cell Phone only",80,"Yes","Male","Democratic","Orange","Hispanic","Cell","Central",4,"65+","High","Democratic","Central",1,0.949375748634338,0.994040023,0.946546620295917
"778","Favorable","[DO NOT READ] Don't know/No opinion","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","[DO NOT READ] Don't know/No opinion","Support","Real threat","[DO NOT READ] Don't know/No opinion","Good","Democrat","Nine","Very likely","Some college or trade school","African American/Black","Cell Phone only",23,"No","Male","Non-Partisan","Duval","Black","Cell","North/Panhandle",1,"18 to 29","Middle","Other","North/Panhandle",1,0.608458459377289,0.624603851,0.494251977834706
"779","Unfavorable","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","Patrick Murphy, the Democrat","Disapprove","Oppose","[DO NOT READ] Don't know/No opinion","Real threat","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","[DO NOT READ] Other/Something else (specify)","Cell Phone only",61,"No","Female","Non-Partisan","Broward","White","Cell","Southeast",3,"45 to 64","Low","Other","Southeast",1,1.55829095840454,0.284447208,1.00077123538718
"780","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican","Approve","Oppose","Oppose","Real threat","Oppose","Poor","Republican","Nine","Very likely","Graduate or Professional degree","Hispanic/Latino","Landline and Cell Phone",58,"Yes","Male","Republican","Pinellas","Hispanic","Landline","Bay Area",3,"45 to 64","High","Republican","Bay Area",1,0.905485451221466,0.984405999,0.898425380252807
"781","Favorable","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Support","Real threat","Oppose","Fair","Independent (No party)","Eight","Very likely","Bachelors' degree","Caucasian/White","Landline and Cell Phone",33,"No","Female","Non-Partisan","Sarasota","White","Cell","Southwest",2,"30 to 44","Middle","Other","Southwest",1,0.828620553016663,0.60517523,0.250730316877293
"782","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","[DO NOT READ] Don't know/No opinion","Disapprove","Oppose","Oppose","Real threat","Support","Fair","Republican","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",22,"No","Female","Republican","Alachua","White","Cell","North/Panhandle",1,"18 to 29","Middle","Republican","North/Panhandle",1,0.755566418170929,0.622324533,0.612886968632601
"783","Unfavorable","Favorable","Donald Trump, the Republican","Gary Johnson, the Libertarian","Marco Rubio, the Republican","Disapprove","Support","Support","Not","Support","Fair","Republican","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",55,"No","Male","Republican","Palm Beach","White","Cell","Southeast",3,"45 to 64","High","Republican","Southeast",1,1.11015665531158,0.994033567,1.10684481821495
"784","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Marco Rubio, the Republican","Disapprove","[DO NOT READ] Don't know/No opinion","Support","Not","[DO NOT READ] Don't know/No opinion","Excellent","Republican","Ten (definitely will vote)","Very likely","Graduate or Professional degree","Hispanic/Latino","Cell Phone only",44,"Yes","Female","Republican","Miami-Dade","Hispanic","Landline","Southeast",2,"30 to 44","High","Republican","Southeast",1,1.26659667491913,0.98589691,1.25766521146909
"785","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Fair","Democrat","Ten (definitely will vote)","Very likely","Graduate or Professional degree","Caucasian/White","Cell Phone only",37,"No","Male","Democratic","Marion","White","Cell","Central",2,"30 to 44","Middle","Democratic","Central",1,0.92147159576416,0.6429559,0.756968597471571
"786","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Fair","Democrat","Ten (definitely will vote)","Very likely","Bachelors' degree","African American/Black","Landline and Cell Phone",24,"No","Male","Democratic","Miami-Dade","Black","Cell","Southeast",1,"18 to 29","Low","Democratic","Southeast",1,1.29259359836578,0.212325711,0.78352222723272
"787","Favorable","Unfavorable","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Approve","[DO NOT READ] Don't know/No opinion","Support","Real threat","Oppose","Fair","Democrat","Nine","Almost certain","Graduate or Professional degree","Caucasian/White","Cell Phone only",31,"No","Female","Non-Partisan","Duval","White","Cell","North/Panhandle",2,"30 to 44","High","Other","North/Panhandle",1,0.9467893242836,0.911942728,0.905103481756031
"788","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican","Approve","Oppose","Support","Real threat","Support","Poor","Democrat","Ten (definitely will vote)","Somewhat likely","Bachelors' degree","Hispanic/Latino","Cell Phone only",32,"Yes","Male","Republican","Miami-Dade","Hispanic","Landline","Southeast",2,"30 to 44","Low","Republican","Southeast",1,1.45990395545959,0.261384132,0.920749841830384
"789","Unfavorable","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Support","Real threat","Oppose","Fair","Republican","Four","Not very likely","Bachelors' degree","Caucasian/White","Landline and Cell Phone",30,"No","Female","Republican","Duval","White","Cell","North/Panhandle",2,"30 to 44","Middle","Republican","North/Panhandle",0,0.90206515789032,0.613851534,0.276867040469463
"790","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","[DO NOT READ] Don't know/No opinion","Oppose","Not","Support","Poor","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","[DO NOT READ] Refused","Cell Phone only",30,"[DO NOT READ] Refused","Male","Republican","Lee","White","Cell","Southwest",2,"30 to 44","Low","Republican","Southwest",1,1.39663028717041,0.24340344,0.868287451737938
"791","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Support","Support","Real threat","Oppose","Poor","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",69,"No","Female","Non-Partisan","Pinellas","White","Landline","Bay Area",4,"65+","High","Other","Bay Area",1,1.11556589603424,0.940615416,1.08244218770395
"792","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Fair","Democrat","Ten (definitely will vote)","Very likely","Some college or trade school","Hispanic/Latino","Landline and Cell Phone",26,"Yes","Female","Non-Partisan","Palm Beach","Hispanic","Cell","Southeast",1,"18 to 29","High","Other","Southeast",1,0.898789823055267,0.926518937,0.865767806800031
"793","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Oppose","Support","Real threat","Support","Fair","Republican","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Cell Phone only",73,"No","Male","Republican","Palm Beach","White","Cell","Southeast",4,"65+","High","Republican","Southeast",1,1.16789269447327,0.991508275,1.16293398209383
"794","Favorable","Favorable","Donald Trump, the Republican","Gary Johnson, the Libertarian","Patrick Murphy, the Democrat","Disapprove","Oppose","Oppose","Real threat","Oppose","Fair","Independent (No party)","Ten (definitely will vote)","Somewhat likely","Bachelors' degree","Caucasian/White","Landline and Cell Phone",44,"No","Female","Republican","Miami-Dade","White","Cell","Southeast",2,"30 to 44","High","Republican","Southeast",1,1.46032869815826,0.981729595,1.44698829905386
"795","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Support","Support","Real threat","Support","Poor","Democrat","Ten (definitely will vote)","Almost certain","Bachelors' degree","Hispanic/Latino","Cell Phone only",44,"Yes","Female","Democratic","Miami-Dade","Hispanic","Cell","Southeast",2,"30 to 44","Middle","Democratic","Southeast",1,0.822488248348236,0.630259936,0.670434819556474
"796","Unfavorable","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Gary Johnson, the Libertarian","Marco Rubio, the Republican","Disapprove","Oppose","Oppose","Real threat","Support","Fair","Republican","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Cell Phone only",25,"No","Female","Republican","Volusia","Other","Cell","Central",1,"18 to 29","Middle","Republican","Central",1,0.847497522830963,0.715832575,0.727081928876335
"797","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Oppose","Oppose","Not","Support","Excellent","Republican","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Hispanic/Latino","Cell Phone only",48,"Yes","Male","Republican","Palm Beach","Hispanic","Cell","Southeast",3,"45 to 64","High","Republican","Southeast",1,0.962870180606842,0.988711303,0.957435405265804
"798","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Support","Not","Support","Excellent","Republican","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Cell Phone only",71,"No","Female","Republican","Broward","White","Cell","Southeast",4,"65+","High","Republican","Southeast",1,1.40021860599518,0.992845657,1.39520978460415
"799","Unfavorable","Unfavorable","[DO NOT READ] Someone else (specify)","Jill Stein, the Green Party candidate","[DO NOT READ] Won't vote","Approve","Oppose","Support","Real threat","Oppose","Poor","or as a member of another political party","Four","Somewhat likely","High school","Hispanic/Latino","Cell Phone only",24,"Yes","Male","Democratic","St Lucie","Hispanic","Cell","Central",1,"18 to 29","High","Democratic","Central",0,0.829331636428833,0.982022683,0.407211239765977
"800","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Patrick Murphy, the Democrat","Disapprove","Oppose","Support","Real threat","Support","Poor","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Hispanic/Latino","Cell Phone only",57,"Yes","Male","Non-Partisan","Miami-Dade","Hispanic","Cell","Southeast",3,"45 to 64","High","Other","Southeast",1,0.815750181674957,0.906420472,0.777581423191429
"801","Unfavorable","Unfavorable","Donald Trump, the Republican","Gary Johnson, the Libertarian","Patrick Murphy, the Democrat","Disapprove","Support","Oppose","Real threat","Oppose","Fair","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Cell Phone only",46,"No","Male","Republican","Duval","White","Cell","North/Panhandle",3,"45 to 64","Middle","Republican","North/Panhandle",1,0.685754120349884,0.738133346,0.595966051868515
"802","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Support","Support","Real threat","Support","Fair","Democrat","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Cell Phone only",55,"No","Male","Democratic","Broward","Other","Cell","Southeast",3,"45 to 64","Middle","Democratic","Southeast",1,0.531157314777374,0.719468117,0.456654033669935
"803","Unfavorable","Unfavorable","[DO NOT READ] Won't vote","Hillary Clinton, the Democrat","Marco Rubio, the Republican","Approve","Oppose","Oppose","Real threat","Oppose","Poor","Independent (No party)","Eight","Not at all likely","Graduate or Professional degree","Hispanic/Latino","Cell Phone only",39,"Yes","Male","Democratic","Miami-Dade","Hispanic","Cell","Southeast",2,"30 to 44","Low","Democratic","Southeast",0,1.17448377609253,0.234531144,0.13772651180821
"804","Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican","Approve","Oppose","Support","Real threat","Oppose","Poor","Democrat","Eight","Almost certain","Some college or trade school","Hispanic/Latino","Cell Phone only",26,"Yes","Female","Democratic","De Soto","Hispanic","Landline","Central",1,"18 to 29","High","Democratic","Central",1,0.994316697120667,0.984650156,0.489527045466635
"805","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Real threat","Oppose","[DO NOT READ] Don't know/No opinion","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",21,"No","Female","Non-Partisan","Osceola","White","Cell","North/Panhandle",1,"18 to 29","Low","Other","North/Panhandle",1,1.09589922428131,0.154390862,0.632548025091617
"806","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Real threat","Oppose","Good","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",20,"No","Female","Republican","Leon","Other","Landline","North/Panhandle",1,"18 to 29","Middle","Republican","North/Panhandle",1,0.556699872016907,0.581135027,0.440108833307824
"807","Favorable","[DO NOT READ] Don't know/No opinion","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Approve","Support","Oppose","Real threat","Support","Good","Independent (No party)","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Cell Phone only",76,"No","Female","Non-Partisan","Highlands","White","Cell","Central",4,"65+","Middle","Other","Central",1,1.1155469417572,0.632697391,0.910675290114733
"808","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","[DO NOT READ] Don't know/No opinion","Approve","Oppose","Support","Real threat","Oppose","Poor","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone only",76,"No","Female","Democratic","Martin","White","Cell","Central",4,"65+","High","Democratic","Central",1,1.31235146522522,0.928614329,1.26550991960258
"809","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Oppose","Oppose","Not","Support","Good","Republican","Ten (definitely will vote)","Very likely","Bachelors' degree","Caucasian/White","Landline and Cell Phone",65,"No","Female","Republican","Pinellas","White","Landline","Bay Area",4,"65+","Middle","Republican","Bay Area",1,1.0628719329834,0.592772493,0.846456588687412
"810","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Not","Support","Good","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",63,"No","Female","Republican","Escambia","White","Landline","North/Panhandle",3,"45 to 64","Middle","Republican","North/Panhandle",1,0.82217675447464,0.663701834,0.683928487145813
"811","Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican","Disapprove","[DO NOT READ] Don't know/No opinion","Oppose","Real threat","Oppose","Poor","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",60,"No","Female","Non-Partisan","Duval","White","Cell","North/Panhandle",3,"45 to 64","Middle","Other","North/Panhandle",1,0.696548044681549,0.651159289,0.575055886757089
"812","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Poor","Democrat","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",52,"No","Female","Democratic","Pinellas","White","Cell","Bay Area",3,"45 to 64","Middle","Democratic","Bay Area",1,0.812800347805023,0.617965435,0.657541433745853
"813","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Real threat","Oppose","Good","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone only",55,"No","Female","Republican","Broward","White","Cell","Southeast",3,"45 to 64","Middle","Republican","Southeast",1,1.07436227798462,0.684919647,0.905107054548799
"814","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Not","Support","Excellent","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",52,"No","Female","Republican","Volusia","White","Cell","Central",3,"45 to 64","Middle","Republican","Central",1,1.25164818763733,0.617965435,1.01256175156297
"815","Favorable","Unfavorable","Hillary Clinton, the Democrat","[DO NOT READ] Don't know/No opinion","Patrick Murphy, the Democrat","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Excellent","Independent (No party)","Ten (definitely will vote)","Very likely","High school","Hispanic/Latino","Cell Phone only",51,"Yes","Female","Non-Partisan","Miami-Dade","Hispanic","Cell","Southeast",3,"45 to 64","Middle","Other","Southeast",1,0.789450407028198,0.632407531,0.644352395286648
"816","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Not","Support","Poor","Republican","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",50,"No","Female","Republican","Manatee","White","Landline","Bay Area",3,"45 to 64","High","Republican","Bay Area",1,1.25167119503021,0.921852794,1.20276389166907
