"","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","partyid","scale","likely","educ","racer","phonetyp","age","hisp","gender","party2","county","racest","smp","region","age4","turnout3","race.st","partyw","regionw","rv.weight","likelyyn","turnout.score","lv.weight"
"659","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Oppose","Real threat","Oppose","Support","Democrat","Ten (definitely will vote)","Very likely","Bachelors' degree","Hispanic/Latino","Landline and Cell Phone",74,"Yes","M","Democratic","Cumberland","Black","Landline","East/ South Central",4,"High","Black","Democratic","East/ South Central",0.595698654651642,1,0.99457969,0.594084218964244
"660","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","[DO NOT READ] Don't know/No opinion","Disapprove","Support","Oppose","Real threat","Support","[DO NOT READ] Don't know/No opinion","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",0,"[DO NOT READ] Refused","M","Democratic","Washington","White","Landline","East/ South Central",3,"High","White","Democratic","East/ South Central",0.655944287776947,1,0.991014624,0.652997334746583
"661","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","[DO NOT READ] Don't know/No opinion","Support","Real threat","Oppose","[DO NOT READ] Don't know/No opinion","Independent (No party)","Ten (definitely will vote)","Very likely","Bachelors' degree","Caucasian/White","Landline and Cell Phone",64,"No","M","Democratic","Carteret","White","Landline","East/ South Central",1,"Low","White","Democratic","East/ South Central",0.619358479976654,1,0.262044374,0.390828942571864
"662","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Very likely","Graduate or Professional degree","African American/Black","Landline Only",55,"No","F","Democratic","Scotland","Black","Landline","East/ South Central",3,"High","Black","Democratic","East/ South Central",0.997604250907898,1,0.9607945,0.978048464178413
"663","Favorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Roy Cooper, the Democrat","Favor","Approve","Support","Support","Real threat","Support","Oppose","Democrat","Nine","Almost certain","High school","Caucasian/White","Landline and Cell Phone",59,"No","M","Democratic","Randolph","White","Landline","Piedmont-Triad",3,"High","White","Democratic","Piedmont-Triad",0.8071608543396,1,0.879296553,0.758447305638472
"664","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Roy Cooper, the Democrat","Oppose","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Support","Not","Oppose","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Refused","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",0,"No","F","Republican","Rowan","White","Landline","Southwest",3,"Middle","White","Republican","Southwest",1.91643977165222,1,0.790089905,1.71529974438757
"665","Unfavorable","Unfavorable","[DO NOT READ] Won't vote","[DO NOT READ] Won't vote","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","[DO NOT READ] Don't know/No opinion","Oppose","Oppose","Real threat","Support","Support","Independent (No party)","One (definitely will NOT vote)","Not at all likely","Grade school","Caucasian/White","Landline Only",73,"[DO NOT READ] Refused","M","Democratic","Davidson","White","Landline","Piedmont-Triad",4,"Low","White","Democratic","Piedmont-Triad",0.432294577360153,0,0.417275991,0.090193074085942
"666","[DO NOT READ] Don't know/No opinion","Unfavorable","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Independent (No party)","[DO NOT READ] Don't know/No opinion","Almost certain","High school","Caucasian/White","Cell Phone Only",78,"No","F","Democratic","Johnston","White","Cell","North Central",4,"High","White","Democratic","North Central",1.16539657115936,0,0.990925405,0.577410534630851
"667","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","[DO NOT READ] Don't know/No opinion","Oppose","Disapprove","Support","Oppose","Real threat","Support","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",70,"No","F","Non-Partisan","Harnett","White","Landline","North Central",4,"High","White","Other","North Central",1.03877472877502,1,0.991545086,1.03438335327644
"668","Unfavorable","Unfavorable","[DO NOT READ] Won't vote","Gary Johnson, the Libertarian","Richard Burr, the Republican","[DO NOT READ] Won't vote","Oppose","Disapprove","Oppose","Support","[DO NOT READ] Don't know/No opinion","Oppose","Oppose","Independent (No party)","Five","Somewhat likely","Bachelors' degree","[DO NOT READ] Other/Something else (specify)","Landline and Cell Phone",48,"No","M","Non-Partisan","Guilford","White","Landline","Piedmont-Triad",3,"High","White","Other","Piedmont-Triad",0.719461619853973,0,0.946599744,0.340521092585798
"669","Unfavorable","Unfavorable","[DO NOT READ] Won't vote","[DO NOT READ] Won't vote","[DO NOT READ] Don't know/No opinion","Pat McCrory, the Republican","Oppose","Disapprove","[DO NOT READ] Don't know/No opinion","Oppose","Real threat","Support","Oppose","Independent (No party)","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",70,"No","M","Non-Partisan","Sampson","White","Landline","East/ South Central",4,"High","White","Other","East/ South Central",0.46075627207756,1,0.992659602,0.459065204868538
"670","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Oppose","Disapprove","[DO NOT READ] Don't know/No opinion","Support","Real threat","Oppose","Oppose","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",78,"No","M","Non-Partisan","Durham","White","Landline","North Central",4,"High","White","Other","North Central",0.787103950977325,1,0.907197594,0.750581380765925
"671","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",51,"No","F","Democratic","Wake","White","Landline","North Central",3,"High","White","Democratic","North Central",1.47881698608398,1,0.993483462,1.47399860254155
"672","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","[DO NOT READ] Don't know/No opinion","Disapprove","Support","Support","Not","[DO NOT READ] Don't know/No opinion","Oppose","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone Only",54,"No","M","Non-Partisan","Columbus","White","Cell","East/ South Central",3,"Low","White","Other","East/ South Central",0.397353649139404,1,0.191403093,0.236704183299762
"673","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Disapprove","Oppose","Oppose","Not","Oppose","Support","Republican","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",46,"No","F","Republican","Caldwell","White","Landline","Western",3,"Middle","White","Republican","Western",0.942087709903717,1,0.83954879,0.866508153413627
"674","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Support","Support","[DO NOT READ] Don't know/No opinion","Support","Support","Democrat","Ten (definitely will vote)","Almost certain","Grade school","African American/Black","Landline Only",88,"No","F","Democratic","Scotland","Black","Landline","East/ South Central",4,"High","Black","Democratic","East/ South Central",0.786167085170746,1,0.987367569,0.7812014844418
"675","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Disapprove","Oppose","Support","Not","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","African American/Black","Cell Phone Only",52,"No","F","Democratic","Vance","Black","Cell","North Central",3,"High","Black","Democratic","North Central",1.7041974067688,1,0.974215495,1.68222646349089
"676","Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Oppose","Approve","Oppose","Support","Real threat","[DO NOT READ] Don't know/No opinion","Oppose","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Cell Phone Only",36,"No","F","Non-Partisan","Buncombe","White","Cell","Western",2,"High","White","Other","Western",0.870155870914459,1,0.929326583,0.839407426554391
"677","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","[DO NOT READ] Don't know/No opinion","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",69,"No","M","Democratic","New Hanover","White","Landline","East/ South Central",4,"High","White","Democratic","East/ South Central",0.516918420791626,1,0.991595785,0.514746274018729
"678","Favorable","Favorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Oppose","Disapprove","Support","Support","Real threat","Oppose","Oppose","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone Only",46,"No","M","Democratic","Buncombe","White","Cell","Western",3,"High","White","Democratic","Western",0.59447056055069,1,0.991300135,0.591884653739057
"679","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Oppose","Oppose","Not","Oppose","Support","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone Only",31,"No","M","Republican","Cumberland","White","Cell","East/ South Central",2,"Middle","White","Republican","East/ South Central",0.980081021785736,1,0.715073401,0.840455445644809
"680","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Favor","Disapprove","Oppose","Oppose","Not","[DO NOT READ] Don't know/No opinion","Support","Independent (No party)","Seven","Very likely","High school","Caucasian/White","Landline and Cell Phone",44,"No","F","Democratic","Surry","White","Landline","Piedmont-Triad",2,"Middle","White","Democratic","Piedmont-Triad",1.46784174442291,0,0.589063958,0.432326333843693
"681","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Support","Support","Not","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","African American/Black","Landline Only",85,"No","F","Democratic","Cumberland","Black","Landline","East/ South Central",4,"High","Black","Democratic","East/ South Central",0.786167085170746,1,0.935554002,0.760834423971456
"682","Unfavorable","Favorable","Donald Trump, the Republican","Gary Johnson, the Libertarian","Richard Burr, the Republican","Pat McCrory, the Republican","Favor","Disapprove","Support","Oppose","Not","Support","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Landline and Cell Phone",34,"No","M","Non-Partisan","Alamance","White","Landline","Piedmont-Triad",2,"High","White","Other","Piedmont-Triad",0.895229995250702,1,0.90030923,0.850606911473882
"683","Unfavorable","Unfavorable","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Richard Burr, the Republican","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Disapprove","Oppose","Oppose","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",73,"No","M","Democratic","Surry","White","Landline","Piedmont-Triad",4,"High","White","Democratic","Piedmont-Triad",0.636090934276581,1,0.989085393,0.632619592994635
"684","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","[DO NOT READ] Don't know/No opinion","Approve","Oppose","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Very likely","Some college or trade school","African American/Black","Landline and Cell Phone",71,"No","F","Democratic","Johnston","Black","Landline","North Central",4,"High","Black","Democratic","North Central",1.3430073261261,1,0.995308869,1.33985721447569
"685","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","[DO NOT READ] Don't know/No opinion","Pat McCrory, the Republican","Oppose","Disapprove","Support","Support","Not","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Grade school","Caucasian/White","Landline Only",52,"No","M","Republican","Randolph","White","Landline","Piedmont-Triad",3,"Low","White","Republican","Piedmont-Triad",0.594822287559509,1,0.285692161,0.382379176151674
"686","Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","African American/Black","Cell Phone Only",61,"No","M","Democratic","Forsyth","Black","Cell","Piedmont-Triad",3,"Middle","Black","Democratic","Piedmont-Triad",1.03007292747498,1,0.831219661,0.943144898528001
"687","Unfavorable","Unfavorable","[DO NOT READ] Won't vote","Gary Johnson, the Libertarian","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Disapprove","Oppose","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Bachelors' degree","Hispanic/Latino","Cell Phone Only",36,"Yes","F","Democratic","Dare","Hispanic","Cell","East/ South Central",2,"Middle","Hispanic","Democratic","East/ South Central",0.869360148906708,1,0.62167939,0.70491171798467
"688","Favorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","[DO NOT READ] Won't vote","Pat McCrory, the Republican","Favor","Disapprove","Support","Oppose","Not","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Grade school","Caucasian/White","Landline and Cell Phone",73,"No","F","Republican","Caldwell","White","Landline","Western",4,"Middle","White","Republican","Western",0.742417633533478,1,0.799237336,0.667892762579099
"689","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Approve","Support","Oppose","Real threat","Support","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","Bachelors' degree","[DO NOT READ] Other/Something else (specify)","Landline and Cell Phone",60,"No","M","Democratic","Mecklenburg","Black","Landline","Southwest",3,"High","Black","Democratic","Southwest",1.39360332489014,1,0.995600815,1.39053796546873
"690","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Support","Support","Real threat","Oppose","[DO NOT READ] Don't know/No opinion","Democrat","Eight","Very likely","Some college or trade school","[DO NOT READ] Refused","Cell Phone Only",45,"No","F","Non-Partisan","Guilford","Black","Cell","Piedmont-Triad",2,"High","Black","Other","Piedmont-Triad",1.36153829097748,0,0.993252092,0.676175377925742
"691","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Favor","Disapprove","Support","Support","Not","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",51,"No","F","Republican","Yadkin","White","Landline","Piedmont-Triad",3,"High","White","Republican","Piedmont-Triad",1.15508627891541,1,0.955129292,1.1291715093474
"692","Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Oppose","Oppose","Not","Oppose","Support","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","African American/Black","Landline and Cell Phone",51,"No","M","Non-Partisan","Brunswick","Black","Cell","East/ South Central",3,"High","Black","Other","East/ South Central",0.67378032207489,1,0.994125008,0.671801095073916
"693","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Not","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",73,"No","M","Republican","Dare","White","Landline","East/ South Central",4,"High","White","Republican","East/ South Central",0.560516238212585,1,0.986072914,0.556613059285594
"694","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Not","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",75,"No","F","Republican","Buncombe","White","Landline","Western",4,"High","White","Republican","Western",0.670420348644257,1,0.994469626,0.66856651101165
"695","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Favor","Disapprove","Oppose","Oppose","Not","Oppose","Oppose","Republican","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline Only",72,"No","M","Republican","Rockingham","White","Landline","Piedmont-Triad",4,"High","White","Republican","Piedmont-Triad",0.689737677574158,1,0.99353737,0.687508917870547
"696","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",69,"No","M","Non-Partisan","Caldwell","White","Landline","Western",4,"High","White","Other","Western",0.417578369379044,1,0.992663953,0.41604668210707
"697","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",39,"No","M","Democratic","Davidson","White","Cell","Piedmont-Triad",2,"High","White","Democratic","Piedmont-Triad",1.00435447692871,1,0.990596581,0.999632293943168
"698","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Not","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",58,"No","M","Republican","Duplin","White","Landline","East/ South Central",3,"High","White","Republican","East/ South Central",0.71126389503479,1,0.99385116,0.709077171090617
"699","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Not","Support","Support","Republican","Ten (definitely will vote)","Very likely","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",81,"No","M","Republican","McDowell","White","Landline","Western",4,"High","White","Republican","Western",0.507989227771759,1,0.98839161,0.505040759235872
"700","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","[DO NOT READ] Don't know/No opinion","Approve","Oppose","Support","Not","Oppose","Support","Democrat","Ten (definitely will vote)","Almost certain","High school","African American/Black","Landline Only",72,"No","F","Democratic","Guilford","Black","Landline","Piedmont-Triad",4,"Middle","Black","Democratic","Piedmont-Triad",1.0713073015213,1,0.696598421,0.908789138083405
"701","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Richard Burr, the Republican","Roy Cooper, the Democrat","Oppose","Disapprove","Oppose","Oppose","Not","Oppose","[DO NOT READ] Don't know/No opinion","Democrat","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Cell Phone Only",85,"No","M","Non-Partisan","Gaston","White","Cell","Southwest",4,"Middle","White","Other","Southwest",0.940690040588379,1,0.804166823,0.848580880978038
"702","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Roy Cooper, the Democrat","Oppose","Disapprove","Support","Oppose","[DO NOT READ] Don't know/No opinion","Support","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",52,"No","F","Non-Partisan","Watauga","White","Landline","Western",3,"High","White","Other","Western",0.699310898780823,1,0.958327171,0.684739767029458
"703","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","[DO NOT READ] Don't know/No opinion","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Real threat","Support","Oppose","Republican","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Cell Phone Only",49,"No","M","Republican","Gaston","White","Cell","Southwest",3,"High","White","Republican","Southwest",1.31130743026733,1,0.991690409,1.30585921605694
"704","Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Richard Burr, the Republican","[DO NOT READ] Won't vote","[DO NOT READ] Don't know/No opinion","Disapprove","Oppose","Support","Not","Oppose","Oppose","Independent (No party)","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",64,"No","M","Non-Partisan","Wake","White","Landline","North Central",3,"High","White","Other","North Central",0.99879264831543,1,0.99181482,0.99470499951086
"705","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Support","Not","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",72,"No","F","Republican","Buncombe","White","Landline","Western",4,"High","White","Republican","Western",0.670420348644257,1,0.994154035,0.668460721697526
"706","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Support","Real threat","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline Only",62,"No","M","Republican","Guilford","White","Landline","Piedmont-Triad",3,"Middle","White","Republican","Piedmont-Triad",0.969235837459564,1,0.684494769,0.816336349063985
"707","Unfavorable","Unfavorable","[DO NOT READ] Someone else (specify)","Gary Johnson, the Libertarian","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Oppose","Real threat","Oppose","Oppose","Democrat","Eight","Somewhat likely","Bachelors' degree","Caucasian/White","Landline and Cell Phone",45,"No","F","Democratic","Guilford","White","Cell","Piedmont-Triad",3,"Middle","White","Democratic","Piedmont-Triad",1.17964828014374,0,0.786367369,0.463818457201003
"708","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Richard Burr, the Republican","[DO NOT READ] Don't know/No opinion","Favor","Approve","Oppose","Support","Real threat","Support","Support","Independent (No party)","Ten (definitely will vote)","Very likely","Bachelors' degree","African American/Black","Cell Phone Only",38,"No","M","Non-Partisan","Wake","Black","Cell","North Central",2,"High","Black","Other","North Central",1.432204246521,1,0.993723017,1.42770928566703
"709","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Oppose","Real threat","Oppose","Oppose","Democrat","Nine","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",73,"No","M","Democratic","Catawba","White","Landline","Western",4,"High","White","Democratic","Western",0.468477755784988,1,0.989085393,0.465921130488671
"710","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Not","Support","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Landline and Cell Phone",64,"No","M","Non-Partisan","Watauga","White","Landline","Western",3,"High","White","Other","Western",0.529883682727814,1,0.993293485,0.528106846294579
"711","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","[DO NOT READ] Don't know/No opinion","Roy Cooper, the Democrat","Oppose","Disapprove","[DO NOT READ] Don't know/No opinion","Oppose","Not","Support","Oppose","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone Only",57,"No","M","Non-Partisan","Mecklenburg","Other","Cell","Southwest",3,"High","Other","Other","Southwest",1.33353006839752,1,0.935499574,1.2905234396498
"712","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Roy Cooper, the Democrat","Oppose","Disapprove","Oppose","Oppose","Real threat","Support","Support","Independent (No party)","Ten (definitely will vote)","Very likely","Bachelors' degree","Caucasian/White","Cell Phone Only",60,"No","M","Non-Partisan","Cabarrus","White","Cell","Southwest",3,"Middle","White","Other","Southwest",1.1936799287796,1,0.628638501,0.972036544940699
"713","Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Support","Support","Real threat","Oppose","Oppose","Independent (No party)","Nine","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",62,"No","M","Democratic","Cabarrus","White","Landline","Southwest",3,"High","White","Democratic","Southwest",1.20930206775665,1,0.993279645,1.20523859815787
"714","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Cell Phone Only",44,"No","F","Democratic","Burke","White","Cell","Western",2,"High","White","Democratic","Western",0.976222276687622,1,0.952732484,0.953150475646178
"715","Unfavorable","[DO NOT READ] Don't know/No opinion","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","[DO NOT READ] Don't know/No opinion","Disapprove","Support","Oppose","Not","Support","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Landline and Cell Phone",82,"No","F","Non-Partisan","Cabarrus","White","Landline","Southwest",4,"High","White","Other","Southwest",1.12106955051422,1,0.989716497,1.11530528947126
"716","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","[DO NOT READ] Don't know/No opinion","Disapprove","Oppose","Oppose","[DO NOT READ] Don't know/No opinion","Oppose","Support","Republican","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",80,"No","F","Republican","Franklin","White","Landline","North Central",4,"High","White","Republican","North Central",1.26369106769562,1,0.954200026,1.23475255867337
"717","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Roy Cooper, the Democrat","Oppose","Disapprove","Support","Support","Not","Support","Oppose","Republican","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",50,"No","F","Republican","Catawba","White","Landline","Western",3,"High","White","Republican","Western",0.850722789764404,1,0.993704002,0.848044715272949
